['20206181539692849', '密封。']
['202061815164839908', '遮光、密闭保存。']
['20206181517640903', '密封，阴凉干燥处']
['202061815162443797', '遮光，密闭保存。']
['20206181516943312', '遮光，密闭保存。']
['202061815291570200', '密封，置阴凉处。']
['202061815161443165', '遮光，密闭保存。']
['202061815195848172', '密闭，在干燥处保存。']
['20206181517140099', '密封保存。']
['202061815145140509', '密封，阴凉干燥处']
['202061815155542196', '密封，置阴凉处（不超过20℃）。']
['202061815134838544', '密封。']
['202061815172246576', '密闭，在干燥处保存。']
['202061815175742567', '密封保存。']
['202061815151441877', '密封，置阴凉处保存。']
['20206181519345262', '遮光，密封保存。']
['202061815175742565', '密封保存。']
['20206181518242921', '密封，干燥处保存。']
['202061815135738695', '遮光，密闭保存。']
['202061815173446995', '密封、遮光处保存。']
['20206181521950672', '密封。']
['202061815393542541', '密闭，在干燥处保存。']
['202061815151341864', '密封，置阴凉处保存。']
['202061815163639026', '密封']
['202061815172541352', '密封，置阴凉干燥处。']
['202061815184345139', '遮光，密封保存。']
['202061815183044805', '遮光，密封保存。']
['202061815185247219', '遮光，密闭保存。']
['202061815192245900', '密闭保存。']
['202061815184345138', '遮光，密封保存。']
['202061815164539274', '遮光，密闭保存']
['202061815164739932', '遮光、密闭保存。']
['20206181517440820', '密闭，防潮。']
['202061815395995160', '遮光，密闭保存。']
['20206181519445209', '遮光，密封保存。']
['20206181519345263', '遮光，密封保存。']
['20206181519345280', '密封。']
['202061815173646837', '密封']
['202061815412398435', '遮光、密封保存。']
['202061815164739967', '遮光、密闭保存。']
['202061815165439813', '遮光、密闭保存。']
['20206181518342949', '密封，干燥处保存。']
['202061815145140513', '密封，阴凉干燥处']
['202061815151341865', '密封，置阴凉处保存。']
['2020618154251102374', '遮光密封保存。']
['202061815165740637', '密封。']
['202061815155342154', '密封。']
['202061815173146941', '避光，密闭保存。']
['20206181519345267', '遮光，密封保存。']
['202061815172246571', '密闭，在干燥处保存。']
['202061815193146405', '避光，密封。']
['202061815192747166', '遮光，密封保存。']
['202061815212951344', '密封']
['202061815102821733', '密封，在阴凉处(不超过20℃)保存。']
['202061815165439814', '遮光、密闭保存。']
['202061815205250304', '密封保存。']
['202061815165039892', '遮光、密闭保存。']
['202061815264664575', '遮光，密闭，在干燥处储存.']
['20206181535483639', '遮光，密封保存']
['202061815192146213', '密封.']
['20206181519545255', '遮光，密封保存。']
['202061815191545942', '密封，阴凉干燥处']
['202061815214051874', '密闭，防潮。']
['202061815122427374', '遮光,密闭保存。']
['20206181594120370', '密闭保存。']
['202061815125828883', '密封、避免潮湿。']
['202061815165139964', '遮光、密闭保存。']
['202061815402442539', '密闭，在干燥处保存。']
['20206181516443089', '密封。']
['202061815222353891', '密封，在阴暗干燥处保存。']
['202061815172346611', '密闭，在干燥处保存。']
['202061815172846678', '密闭，在干燥处保存。']
['202061815191145779', '密闭，在凉处保存。']
['202061815191446985', '密封、遮光处保存。']
['202061815173954707', '遮光，密封保存。']
['202061815171541417', '遮光密封，置干燥处。']
['202061815183145088', '遮光，密封保存。']
['202061815354884921', '密封，在干燥处保存。']
['20206181522860652', '密闭保存。']
['20206181523455699', '密封保存。']
['202061815472116942', '密封保存。']
['202061815353784742', '遮光，密封保存。']
['202061815235467234', '遮光，密封保存。']
['202061815234766967', '遮光，密封保存。']
['202061815391495091', '密封，置阴凉处。']
['202061815413798707', '遮光，密封保存']
['202061815212651701', '密封。']
['2020618154248102187', '密封，阴凉处']
['202061815171841904', '密封，置阴凉处保存。']
['202061815413298506', None]
['202061815171040655', '密封。']
['202061815162838791', '密封。']
['202061815184245121', '遮光，密封保存。']
['202061815172846000', '密封。']
['202061815211150808', '密封。']
['202061815203360403', '遮光，密封保存。']
['202061815331279670', '遮光，密封，在凉暗处。']
['202061815331279665', '密封，在凉暗处保存。']
['20206181534981195', '遮光、密封、在凉暗处保存。']
['20206181533579639', '遮光，密封保存。']
['202061815474819745', '避光']
['202061815354284654', '避光']
['202061815353484670', '遮光，密封保存。']
['20206181523355752', '密封。']
['202061815231255997', '密封保存。']
['2020618153939100379', '遮光，密闭保存。']
['20206181592419056', '遮光，密封保存。']
['202061815173546629', '密闭，在干燥处保存。']
['202061815191245677', '密封。']
['202061815191145781', '密封，在凉暗处（避光，不超过20℃）保存。']
['202061815264364629', '避光，密闭保存。']
['2020618154351287', '遮光，密闭，在干燥处储存。']
['202061815125729047', '密闭，在阴凉干燥处保存。']
['202061815243172178', '密封，在避光处干燥处保存。']
['202061815282482112', '遮光，密封，在凉暗处保存。']
['202061815112424562', '密封，置阴凉处。']
['202061815173646832', '密封']
['202061815191545944', '密封，阴凉干燥处']
['20206181593319162', '密闭，在阴凉干燥处保存（不超过20℃）。']
['202061815224854603', '遮光，密封保存。']
['202061815224554630', '遮光，密封保存。']
['202061815211150794', '密封。']
['202061815173546783', '密封,在干燥处保存。']
['202061815211050684', '密封。']
['202061815223354062', '密封，在阴暗干燥处保存。']
['202061815324779043', '密封，在凉暗处保存。']
['202061815213452210', '遮光，密封保存。']
['202061815174654978', '密闭，在凉暗处保存。']
['202061815223054098', '密封，在阴暗干燥处保存。']
['202061815221453570', '密封，在阴暗干燥处保存。']
['20206181548710459', '遮光、密封保存']
['202061815292970451', '避光，密封，在阴凉干燥处保存。']
['202061815322278055', '密闭，干燥处保存。']
['20206181535583909', '密封，置阴凉处。']
['2020618154242101910', '密封保存。']
['202061815223054097', '密封，在阴暗干燥处保存。']
['202061815193547453', '遮光，密封保存。']
['202061815413098494', '密封，在干燥处保存']
['20206181593819406', '遮光，密封保存。']
['2020618154321102879', '密闭']
['20206181550222257', '遮光、密封，阴凉处(不超过20℃)保存。 铝塑包装，10粒/板，2板/盒。']
['202061815324779046', '密封，在凉暗处保存。']
['202061815391999696', '遮光，密闭，在凉暗处（避光，不超过20℃）保存。']
['202061815203749634', '遮光，密封保存。']
['202061815215152470', '遮光，密闭保存。']
['20206181521950673', '密封。']
['202061815173954876', '密封']
['202061815174055106', '密闭，在凉暗处保存。']
['202061815173254692', '遮光，密封保存。']
['202061815211150804', '密封。']
['202061815215552699', '遮光，密封保存。']
['202061815213851951', '遮光、密封保存']
['202061815221953987', '密封，在阴暗干燥处保存。']
['202061815212551845', '密封，置阴凉处。']
['202061815474920010', '遮光 ，密封保存。']
['202061815412698587', '密封，在凉暗干燥处保存。']
['202061815213452152', '遮光，密封保存。']
['202061815213452054', '遮光，密封保存。']
['202061815194247459', None]
['202061815202649568', '遮光，密封保存。']
['20206181529969552', '密封，遮光。']
['202061815143552050', '遮光，密封保存。']
['202061815481710889', '遮光，密闭保存。']
['202061815214052023', '避光，密闭']
['20206181523455681', '密封保存。']
['202061815195048587', '密闭，在凉暗处（避光并不超过20℃）保存。']
['202061815211350894', '密封。']
['20206181521950674', '密封。']
['202061815213951954', '遮光、密封保存']
['202061815222253739', '密封，在阴暗干燥处保存。']
['202061815214552419', '遮光，密闭保存。']
['202061815481510859', '遮光，密闭保存。']
['202061815225855658', '密封保存。']
['202061815112924469', '遮光，密封保存。']
['202061815193247530', '密封。']
['202061815221453568', '密封，在阴暗干燥处保存。']
['20206181513229853', '密封保存。']
['202061815221854034', '密封，在阴暗干燥处保存。']
['20206181544439996', '密封。']
['202061815223354030', '密封，在阴暗干燥处保存。']
['202061815223454038', '密封，在阴暗干燥处保存。']
['202061815213652083', '遮光，密封保存。']
['202061815194247613', '密封']
['202061815225355721', '密封保存。']
['202061815221954028', '密封，在阴暗干燥处保存。']
['20206181522353330', '密闭，在凉暗处保存']
['202061815211150807', '密封。']
['20206181522953586', '密封，在阴暗干燥处保存。']
['202061815223154070', '密封，在阴暗干燥处保存。']
['202061815213652082', '遮光，密封保存。']
['20206181593919597', '遮光，密闭保存。']
['202061815244659238', '密封，置阴凉处。']
['202061815165540068', '遮光，密封保存。']
['202061815232356656', '密封。']
['202061815195048587', '密闭，在凉暗处（避光并不超过20℃）保存。']
['202061815221653654', '密封，在阴暗干燥处保存。']
['2020618154253102409', '密封保存。']
['202061815392699807', '遮光，密封保存。']
['202061815251860984', '密闭，置阴凉处。']
['202061815213452173', '遮光，密封保存。']
['202061815214352156', '遮光，密封保存。']
['202061815203649619', '遮光，密封保存。']
['202061815202449585', '遮光，密封保存。']
['202061815173854774', '密封']
['202061815482220101', '密闭，在凉暗（避光并不超过20℃）干燥处保存。']
['202061815215652944', '密封保存.']
['202061815215852817', '密封']
['2020618154696526', '密封。']
['202061815215252681', '遮光，密封保存。']
['202061815184458004', '密闭保存']
['202061815222053743', '密封，在阴暗干燥处保存。']
['202061815221853725', '密封，在阴暗干燥处保存。']
['20206181522953592', '密封，在阴暗干燥处保存。']
['202061815223054102', '密封，在阴暗干燥处保存。']
['202061815223354143', '密封，在阴暗干燥处保存。']
['202061815214352157', '遮光，密封保存。']
['202061815123227895', '遮光，密闭保存。']
['2020618154686403', '遮光、阴凉处（不超过20℃）保存。']
['202061815221453581', '密封，在阴暗干燥处保存。']
['202061815222253737', '密封，在阴暗干燥处保存。']
['202061815212552058', '遮光，密封保存。']
['20206181515235691', '密封，在干燥处保存。']
['202061815194247471', '遮光，密封保存。']
['202061815352984458', '遮光，密封保存。']
['202061815173854844', '密封']
['202061815203049448', '遮光、密封保存。']
['20206181533479589', '遮光，密闭保存。']
['202061815384891855', '密封。']
['202061815213352032', '避光，密闭']
['202061815215452868', '密封']
['202061815131229688', '遮光、密闭，在干燥处保存。']
['202061815221553680', '密封，在阴暗干燥处保存。']
['202061815221854033', '密封，在阴暗干燥处保存。']
['20206181523355750', '密封。']
['202061815225855655', '密封保存。']
['202061815174855170', '密闭，在凉暗干燥处保存。']
['20206181522353327', '密闭，在凉暗处保存']
['202061815223154082', '密封，在阴暗干燥处保存。']
['202061815223154072', '密封，在阴暗干燥处保存。']
['202061815213552142', '遮光，密封保存。']
['202061815213452045', '遮光，密封保存。']
['202061815173354770', '密封']
['202061815174454820', '密封']
['202061815174654977', '密闭，在凉暗处保存。']
['202061815174555107', '密闭，在凉暗处保存。']
['202061815223454032', '密封，在阴暗干燥处保存。']
['202061815213652149', '遮光，密封保存。']
['202061815205254799', '密封']
['202061815183444761', '密封。']
['202061815325679151', '遮光，密封保存。']
['20206181525760911', '避光，密封。']
['202061815222752997', '密封，在凉暗干燥处保存。']
['202061815295182536', '密封。']
['20206181513929333', '密闭，防潮。']
['20206181517140113', '密闭，置室内阴凉干燥处。']
['202061815241958469', '密封。']
['202061815481210833', '密封。']
['20206181593119078', '密封，在阴凉处保存。']
['202061815254862701', '密封，置阴凉处。']
['202061815172746556', '密封。']
['20206181532476908', '密封。']
['202061815381590965', '遮光,密闭,在阴凉处保存。']
['202061815325379263', '遮光，密封保存。']
['2020618159933673', '密封。']
['202061815274666349', '密封，遮光。']
['202061815345783680', '遮光，密封保存']
['2020618159818555', '药品阴凉贮存区(20℃以下)。']
['20206181592018632', '密闭保存。']
['202061815232257396', '密封保存。']
['202061815311275076', '密封，阴凉干燥处']
['202061815481620237', '密闭，置阴凉干燥处。']
['202061815211451203', '遮光，密封保存。']
['202061815232456696', '遮光，密封保存。']
['202061815224355367', '密封保存。']
['202061815233256360', '密封']
['202061815202749570', '遮光，密封保存。']
['202061815213051422', '密封，阴凉干燥处']
['202061815213151445', '密封，阴凉干燥处']
['202061815174555108', '密封，置阴凉处。']
['20206181522653459', '密闭，在凉暗处保存']
['20206181522153022', '密封，在凉暗干燥处保存。']
['20206181522353326', '密闭，在凉暗处保存']
['20206181523856205', '密封，置阴凉处。']
['202061815202549514', '密封，遮光，在干燥处保存。']
['202061815234456744', '密闭，防潮。']
['202061815234456741', '密闭，防潮。']
['20206181521150019', '避光，密闭保存。']
['20206181522153321', '密闭，在凉暗处保存']
['202061815174955181', '密闭，在凉暗干燥处保存。']
['202061815234456746', '密闭，防潮。']
['202061815214051893', '密封，置阴凉处。']
['20206181521250652', '遮光，密封保存。']
['202061815215953053', '密封，在凉暗干燥处保存。']
['20206181522553440', '密闭，在凉暗处保存']
['20206181522653460', '密闭，在凉暗处保存']
['20206181523256065', '密封，在干燥处保存。']
['202061815233956891', '密闭，防潮。']
['202061815234456740', '密闭，防潮。']
['202061815215753174', '遮光，密封保存。']
['202061815225755404', '密封保存。']
['202061815225655552', '密封保存。']
['202061815175055258', '密封保存。']
['20206181523455786', '遮光，密封保存。']
['202061815225755380', '密封保存。']
['202061815161243588', '遮光，密闭保存。']
['202061815233956894', '密闭，防潮。']
['202061815175055245', '密封保存。']
['202061815203549687', '密闭保存。']
['202061815222953187', '密封保存。']
['2020618154331103367', '遮光，密封保存。']
['202061815211651295', '密闭保存。']
['202061815174955243', '密封保存。']
['202061815203249739', '密闭保存。']
['202061815223956853', '密闭，防潮。']
['202061815415999632', '密封，置阴凉处。']
['202061815343982234', '遮光，密封保存。']
['202061815414298928', '密封，遮光，置阴凉处。']
['202061815232556785', '密闭，防潮。']
['202061815175555334', '密封保存。']
['202061815174955230', '密封保存。']
['202061815224655441', '密封保存。']
['202061815372888879', '遮光，密封保存。']
['20206181520548588', '密闭，在凉暗处保存']
['20206181522553319', '密闭，在凉暗处保存']
['202061815192145885', '密封，阴凉处']
['202061815331079382', '密封']
['202061815102021243', '密封']
['20206181531074729', '密封']
['202061815211451195', '遮光，密封保存。']
['202061815232456711', '遮光，密封保存。']
['202061815174955231', '密封保存。']
['202061815174955239', '密封保存。']
['202061815174955236', '密封保存。']
['202061815174855295', '密封保存。']
['202061815234156519', '密封']
['202061815375496718', '密封，在阴凉(不超过20℃)干燥处保存。']
['202061815213953464', '密闭，在凉暗处保存']
['20206181522353331', '密闭，在凉暗处保存']
['20206181522353332', '密闭，在凉暗处保存']
['20206181523156036', '避光，密封']
['202061815225655534', '密封保存。']
['202061815174855301', '密封保存。']
['202061815225655554', '密封保存。']
['20206181523856218', '密封']
['20206181523056001', '置于阴凉干燥处']
['20206181538190888', '密闭，置阴凉干燥处。']
['202061815205850364', '密封保存。']
['20206181522753468', '密闭，在凉暗处保存']
['202061815174255550', '密封保存。']
['202061815232556784', '密闭，防潮。']
['202061815234156538', '遮光，密封保存。']
['202061815233556401', '密封']
['202061815214952512', '密封保存。']
['20206181523055932', '遮光，密闭保存。']
['202061815201760124', '遮光，密封保存。']
['202061815241858268', '密封，在干燥处保存。']
['202061815211451188', '遮光，密封保存。']
['202061815225755405', '密封保存。']
['202061815233956889', '密闭，防潮。']
['202061815223856834', '密闭，防潮。']
['202061815234456738', '密闭，防潮。']
['202061815232856546', '遮光，密封保存。']
['202061815175055253', '密封保存。']
['202061815175055247', '密封保存。']
['202061815225655555', '密封保存。']
['202061815225255520', '密封保存。']
['202061815222153202', '密封保存。']
['202061815203249740', '密闭保存。']
['202061815175442611', '密封保存。']
['202061815175055255', '密封保存。']
['202061815214752578', '密封保存。']
['202061815195148268', '密闭保存。']
['20206181523956243', '密封']
['202061815233656424', '密封']
['202061815175055251', '密封保存。']
['202061815202749769', '密闭保存。']
['202061815204250115', '密封保存。']
['202061815204050108', '密封保存。']
['202061815204850360', '密封保存。']
['202061815225455877', '遮光，密闭保存。']
['202061815194147483', '遮光，密闭保存。']
['202061815245960091', '遮光，密封保存。']
['202061815242858403', '遮光，密封保存。']
['202061815193647668', '密封保存。']
['202061815211951087', '密封保存。']
['202061815204650180', '密封保存。']
['202061815204350105', '密封保存。']
['202061815225455880', '遮光，密闭保存。']
['202061815203949798', '密封，置干燥处保存。']
['20206181520048362', '遮光，密闭保存。']
['202061815243659043', '遮光，密封保存']
['202061815242858408', '遮光，密封保存。']
['202061815233556402', '密封']
['202061815205450274', '密封保存。']
['202061815242858415', '遮光，密封保存。']
['202061815485212069', '遮光，密封保存。']
['202061815195148120', '密封保存。']
['202061815205750398', '密封保存。']
['202061815205050299', '密封保存。']
['202061815242258569', '密封，置阴凉处。']
['202061815204450186', '密封保存。']
['202061815174955219', '遮光，密封保存。']
['20206181520348624', '密封，置干燥处保存。']
['202061815242858411', '遮光，密封保存。']
['202061815242858413', '遮光，密封保存。']
['202061815241560222', '密闭']
['202061815185858109', '密封，在干燥处保存。']
['202061815241958126', '密封，在干燥处保存。']
['202061815213351501', '密封干燥']
['202061815205150433', '密封保存。']
['202061815205150435', '密封保存。']
['202061815242858400', '遮光，密封保存。']
['202061815184558049', None]
['202061815242058510', '遮光，密封保存。']
['20206181546246999', '密封。']
['20206181546206775', '密封、遮光处保存。']
['202061815245559675', '密闭，避光']
['202061815254662596', '遮光，密封保存。']
['202061815263063670', '密封、遮光处保存。']
['202061815232061709', '遮光，密封保存。']
['202061815272065580', '遮光，密闭，在干燥处储存.']
['202061815103622840', '密封。']
['20206181510420731', '密封。']
['2020618154616129', '避光，密封']
['202061815225855653', '密封。置阴凉处。']
['202061815242558486', '密封。']
['202061815315277696', '密闭，防潮。']
['202061815304574052', '密封']
['202061815304373968', '密封']
['202061815244859307', '密封。']
['202061815204350099', '密封保存。']
['202061815204250113', '密封保存。']
['20206181523055935', '遮光，密闭保存。']
['202061815201760115', '遮光，密封保存。']
['202061815241258397', '遮光，密封保存。']
['202061815204750214', '密封保存。']
['202061815242858407', '遮光，密封保存。']
['20206181525060017', '遮光，密封保存。']
['202061815184758099', '密封，在干燥处保存。']
['202061815242058502', '密闭，置阴凉处。']
['20206181523155910', '遮光，密闭保存。']
['202061815174355217', '遮光，密封保存。']
['202061815243559020', '遮光，密封保存']
['202061815241258394', '遮光，密封保存。']
['202061815245660125', '遮光，密封保存。']
['202061815332986986', '密封。']
['202061815181657694', '密封。']
['202061815242458764', '密封。']
['202061815244859306', '密封。']
['20206181523655876', '遮光，密闭保存。']
['202061815242858419', '遮光，密封保存。']
['20206181525160027', '遮光，密封保存。']
['202061815245459431', '密封。']
['202061815205550279', '密封保存。']
['202061815225455878', '遮光，密闭保存。']
['202061815243359071', '遮光，密封保存']
['202061815245960076', '遮光，密封保存。']
['202061815201760144', '遮光，密封保存。']
['202061815325479626', '遮光，密封，在阴凉干燥处保存。']
['202061815242858401', '遮光，密封保存。']
['202061815201960220', '密闭']
['202061815184358054', '密封，在干燥处保存。']
['202061815255963182', '密封，置阴凉处.']
['202061815183858062', '密封，在干燥处保存。']
['202061815242158532', '密封，置阴凉处。']
['202061815203950170', '密封保存。']
['202061815185758080', '密封，在干燥处保存。']
['202061815243359074', '遮光，密封保存']
['202061815241158265', '密封，在干燥处保存。']
['202061815175857330', '密封，在干燥处保存。']
['202061815183858063', '密封，在干燥处保存。']
['202061815494523684', '遮光，密闭保存。']
['202061815204650253', '密封保存。']
['202061815241559113', '遮光，密封保存']
['202061815242858398', '遮光，密封保存。']
['202061815185758273', '密封，在干燥处保存。']
['202061815185758081', '密封，在干燥处保存。']
['202061815242058514', '遮光，密封保存。']
['202061815204350103', '密封保存。']
['202061815184558048', None]
['202061815202360183', '密闭']
['202061815254662607', '遮光，密封保存。']
['202061815254662605', '遮光，密封保存。']
['202061815232963491', '遮光，密封保存。']
['202061815203550169', '密封保存。']
['202061815204250119', '密封保存。']
['202061815204250120', '密封保存。']
['202061815242858404', '遮光，密封保存。']
['202061815241258395', '遮光，密封保存。']
['202061815184758096', '密封，在干燥处保存。']
['202061815184758098', '密封，在干燥处保存。']
['202061815182244716', '密封，置阴凉干燥处。']
['202061815271272793', '密封。']
['202061815322577660', '密闭，防潮。']
['202061815323178345', '遮光，密封保存。']
['202061815255672465', '遮光，密封，在阴凉干燥处保存。']
['202061815281676458', '遮光，密封，在干燥处保存。']
['202061815305874623', '密封。']
['202061815324978687', '遮光，密封保存。']
['202061815302372939', '密封。']
['202061815315976977', '密封。']
['20206181532576939', '密封。']
['202061815323478271', '遮光，密封保存。']
['202061815322878241', '遮光，密封保存。']
['202061815323478268', '遮光，密封保存。']
['202061815323878307', '遮光，密封保存。']
['202061815323178463', '密封保存。']
['202061815304373963', '密封']
['202061815243372080', '密封，置阴凉干燥处。']
['202061815323478269', '遮光，密封保存。']
['202061815324078442', '密封保存。']
['202061815322677677', '密闭，防潮。']
['20206181526272285', '遮光，密封保存。']
['202061815315277686', '密闭，防潮。']
['202061815221260683', '密封、在干燥处保存。']
['20206181549213883', '密闭，在干燥阴凉处保存。']
['202061815322577659', '密闭，防潮。']
['20206181533179286', '密封，置阴凉处。']
['202061815325879284', '遮光，密封保存']
['20206181533379545', '密封。']
['202061815323578275', '遮光，密封保存。']
['202061815255472302', '遮光，密封，在干燥处保存。']
['202061815314676176', '密闭，防潮。']
['202061815321777761', '密封，置阴凉处保存。']
['202061815301082602', '密闭保存。']
['202061815345583876', '密闭。']
['202061815322677676', '密闭，防潮。']
['20206181532476933', '密封。']
['202061815323078326', '遮光，密封保存。']
['202061815322978381', '遮光，密封保存。']
['20206181531774593', '遮光，密封保存。']
['202061815322878238', '遮光，密封保存。']
['202061815324078449', '密封保存。']
['202061815323478262', '遮光，密封保存。']
['202061815304474005', '密封']
['202061815233456319', '密封']
['20206181535083790', '密封。']
['202061815351683885', '密闭。']
['202061815361587000', '密闭保存。']
['202061815242158542', '密封，置阴凉处。']
['202061815242058516', '遮光，密封保存。']
['202061815245459432', '密封。']
['202061815185959597', '密闭，防潮。']
['202061815202360185', '密闭']
['202061815242258575', '密封，置阴凉处。']
['202061815252061159', '遮光，密封保存。']
['202061815261164011', '密封、遮光处保存。']
['20206181520348501', '避光，密闭保存。']
['202061815193347346', '密封，在干燥处保存。']
['20206181523960787', '密封、遮光处保存。']
['20206181593119089', '遮光，密封保存。']
['202061815242058515', '遮光，密封保存。']
['20206181533779692', '遮光，密封，在凉暗处保存。']
['202061815242058509', '遮光，密封保存。']
['202061815251961130', '遮光，密封保存。']
['202061815251961132', '遮光，密封保存。']
['202061815252061138', '遮光，密封保存。']
['202061815304574228', None]
['202061815183858076', '密封，在干燥处保存。']
['202061815183858077', '密封，在干燥处保存。']
['20206181549013259', '密封，置阴凉处。']
['20206181533779699', '密封，在凉暗（避光并不超过20℃）干燥处保存。']
['202061815134838526', '密封。']
['20206181530182926', '遮光，密封保存。']
['202061815244359349', '密封。']
['202061815244059309', '密封。']
['20206181523960769', '密封，防潮，置阴凉处。']
['202061815213851950', '遮光、密封保存']
['2020618154030533', '密闭，在阴凉干燥处保存。']
['20206181512538027', '密封保存。']
['202061815154837625', '密封。']
['202061815182244710', '密封。']
['202061815183044994', '密封。']
['202061815181544387', '密封。']
['202061815252761413', '密闭，置阴凉处。']
['202061815212051109', '密封保存。']
['202061815181157390', '密封保存。']
['202061815183857908', '密封。']
['202061815264664854', '阴凉贮存区(20℃以下)。']
['202061815264664853', '密封。']
['202061815275666676', '密封。']
['20206181592719134', '密封、在干燥处保存。']
['202061815244159210', '密封，置阴凉处。']
['202061815221660558', '遮光，密封。']
['202061815261464107', '遮光、密封保存']
['202061815301282675', '密封，遮光']
['20206181540695710', '遮光，密封，置阴凉处（不超过20℃）。']
['202061815234566854', '密封。']
['202061815203160351', '遮光，密封保存。']
['202061815274366428', '密闭，防潮。']
['202061815251061067', '遮光，密闭保存']
['202061815261264026', '密封、遮光处保存。']
['202061815262963665', '密封、遮光处保存。']
['202061815242058513', '遮光，密封保存。']
['202061815292670517', '密封保存。']
['202061815173270634', '密封保存。']
['202061815292370466', '密封。']
['202061815394594157', '密闭保存。']
['202061815243272274', '密闭，防潮。']
['20206181531374626', '密封保存。']
['202061815304173222', '密封。']
['202061815332179949', '密封。']
['202061815415999636', '密封。']
['202061815261564136', '密闭，置阴凉干燥处.']
['202061815205760386', '密封，置阴凉处。']
['202061815261163988', '密封、遮光处保存。']
['2020618154216101023', '遮光，密封保存。']
['202061815214452330', None]
['2020618153939100196', '遮光，密封保存。']
['202061815254862691', '密封，置阴凉处。']
['202061815185859784', '避光，密闭']
['202061815252061137', '遮光，密封保存。']
['202061815261264030', '密封、遮光处保存。']
['202061815262363811', '密封、遮光处保存。']
['202061815262963661', '密封、遮光处保存。']
['202061815262563860', '密封、遮光处保存。']
['202061815271965762', '密封']
['202061815245459596', '密闭，防潮。']
['202061815261564133', '密闭，置阴凉干燥处.']
['202061815261264032', '密封、遮光处保存。']
['202061815232663624', '密封。']
['202061815263465123', '遮光，密闭保存。']
['202061815243758695', '密封。']
['202061815185559840', '避光，密闭']
['20206181519059637', '密闭，防潮。']
['20206181519059635', '密闭，防潮。']
['202061815252061140', '遮光，密封保存。']
['202061815294165129', '遮光，密闭保存。']
['202061815241958688', '密封。']
['202061815184659564', '置遮光容器内，密封，在干燥处保存。']
['20206181519059640', '密闭，防潮。']
['202061815252361580', '密封，置阴凉处。']
['202061815252261075', '遮光，密闭保存。']
['202061815252161264', '遮光，密封保存。']
['202061815251961133', '遮光，密封保存。']
['202061815222153005', '密封，在凉暗干燥处保存。']
['202061815254662590', '遮光，密封保存。']
['202061815244559385', '密封。']
['202061815255162472', '密封、在干燥处保存。']
['20206181546297013', '密封。']
['202061815252061135', '遮光，密封保存。']
['202061815262563721', '密封、遮光处保存。']
['202061815341881432', '遮光、密封、在凉暗处保存。']
['202061815255062443', '遮光，密闭保存。']
['202061815252561635', '遮光，密封保存。']
['202061815493014271', '密封。']
['202061815265765170', '遮光，密闭保存。']
['202061815244159209', '密封，置阴凉处。']
['2020618154388390', '密封，置阴凉处。']
['202061815251761363', '密闭，在凉暗干燥处保存。']
['202061815253862076', '遮光，密封保存。']
['202061815252461623', '遮光，密封保存。']
['202061815253561999', '遮光，密封保存。']
['202061815205860470', '遮光，密封保存。']
['202061815253361867', '遮光，密封保存。']
['202061815255162471', '密封，在阴凉处（不超过20℃）保存。']
['202061815263163750', '密封、遮光处保存。']
['20206181592919240', '密封。']
['202061815233163472', '遮光，密封保存。']
['202061815205960460', '遮光，密封保存。']
['202061815253461889', '遮光，密封保存。']
['202061815253962217', '遮光，密封保存。']
['20206181527265092', '遮光，密封保存。']
['202061815184759610', '密闭，防潮。']
['202061815244659226', '密封，置阴凉处。']
['202061815252961521', '密闭，在凉暗处 (避光，不超过20℃) 保存。']
['202061815263063666', '密封、遮光处保存。']
['202061815493914557', '密封，干燥处保存。']
['202061815251961128', '遮光，密封保存。']
['202061815254662600', '遮光，密封保存。']
['202061815253262128', '遮光，密封保存。']
['20206181523960788', '密封。']
['202061815254862882', '密封，干燥。']
['202061815252561911', '遮光，密封保存。']
['202061815252461625', '遮光，密封保存。']
['202061815231661698', '遮光，密封保存。']
['20206181527165250', '遮光，密闭保存。']
['202061815272365790', '密封']
['20206181525661204', '遮光，密封保存。']
['202061815254662587', '遮光，密封保存。']
['202061815232161713', '遮光，密封保存。']
['20206181523760833', '遮光，密封保存。']
['202061815252861866', '遮光，密封保存。']
['20206181527965158', '遮光，密闭保存。']
['202061815271965766', '密封']
['202061815252761395', '密闭，置阴凉处。']
['202061815263163782', '密封、遮光处保存。']
['202061815392199722', '遮光、密闭，在阴凉处（不超过20℃）保存。']
['202061815495314583', '密封。']
['202061815264664850', '密封']
['202061815272365785', '密封']
['202061815263063667', '密封、遮光处保存。']
['202061815255363813', '密封、遮光处保存。']
['202061815264664608', '密封。']
['202061815263465125', '遮光，密闭保存。']
['202061815271965769', '密封']
['202061815262963664', '密封、遮光处保存。']
['202061815233263597', '密闭。']
['20206181527065193', '遮光，密闭保存。']
['202061815253662099', '遮光，密封保存。']
['202061815272365788', '密封']
['202061815272365794', '密封']
['202061815294065199', '遮光，密闭保存。']
['202061815264164544', '密封']
['202061815271965768', '密封']
['202061815271265114', '密封保存.']
['202061815232161714', '遮光，密封保存。']
['202061815235667094', '密封。']
['20206181527165254', '遮光，密闭保存。']
['202061815271965772', '密封']
['202061815265064904', '密封，阴凉干燥处']
['202061815265765366', '遮光，密闭，在干燥处储存.']
['202061815265265376', '遮光，密闭，在干燥处储存.']
['202061815252561631', '遮光，密封保存。']
['202061815254162133', '遮光，密封保存。']
['202061815263465127', '遮光，密闭保存。']
